Date,Product,Category,Region,Channel,Units,Price,Revenue,Returns,Rating
2025-03-10,Screen Protector,Accessories,Khon Kaen,Online,2,299,598,1,5.0
2025-06-07,Screen Protector,Accessories,Chiang Mai,Marketplace,43,199,8557,1,3.9
2025-11-16,Screen Protector,Accessories,Pattaya,In-Store,40,199,7960,0,4.2
2025-09-05,Wireless Charger,Electronics,Pattaya,Marketplace,50,149,7450,3,3.5
2025-10-24,Wireless Charger,Electronics,Bangkok,Online,46,349,16054,3,4.4
2025-11-08,Mouse Pad,Accessories,Khon Kaen,In-Store,44,599,26356,1,4.5
2025-10-22,iPhone Case,Accessories,Chiang Mai,Online,11,149,1639,1,4.5
2025-05-20,Screen Protector,Accessories,Bangkok,In-Store,6,299,1794,1,3.4
2025-07-21,iPhone Case,Accessories,Pattaya,Marketplace,22,299,6578,1,3.3
2025-02-19,iPhone Case,Accessories,Khon Kaen,Online,30,299,8970,3,3.3
2025-11-09,Power Bank,Electronics,Phuket,Marketplace,13,299,3887,1,4.1
2025-02-21,Power Bank,Electronics,Khon Kaen,Marketplace,37,299,11063,2,4.5
2025-09-04,Keyboard Cover,Accessories,Bangkok,Marketplace,11,1590,17490,1,4.5
2025-04-10,Power Bank,Electronics,Pattaya,Marketplace,16,149,2384,1,4.8
2025-12-22,Keyboard Cover,Accessories,Phuket,Marketplace,49,299,14651,1,4.4
2025-07-23,iPhone Case,Accessories,Bangkok,In-Store,15,1590,23850,0,4.3
2025-03-24,iPhone Case,Accessories,Phuket,Online,32,349,11168,1,3.9
2025-09-20,Keyboard Cover,Accessories,Pattaya,Online,36,349,12564,1,4.1
2025-06-18,Wireless Charger,Electronics,Chiang Mai,Marketplace,38,299,11362,0,4.4
2025-04-23,Laptop Bag,Bags,Phuket,In-Store,40,99,3960,4,3.1
2025-09-19,Laptop Bag,Bags,Pattaya,Marketplace,22,149,3278,0,4.8
2025-12-22,Mouse Pad,Accessories,Pattaya,In-Store,47,599,28153,4,4.3
2025-08-17,Phone Stand,Accessories,Phuket,Marketplace,25,199,4975,0,3.1
2025-08-10,Laptop Bag,Bags,Pattaya,Online,10,1290,12900,1,4.4
2025-09-14,Screen Protector,Accessories,Pattaya,In-Store,7,599,4193,1,4.2
2025-08-25,iPhone Case,Accessories,Chiang Mai,Online,42,1590,66780,0,4.0
2025-12-29,Phone Stand,Accessories,Bangkok,Marketplace,39,199,7761,3,3.6
2025-02-25,Screen Protector,Accessories,Bangkok,In-Store,20,349,6980,0,4.5
2025-01-26,Bluetooth Earbuds,Electronics,Khon Kaen,Online,38,890,33820,2,4.6
2025-10-04,iPhone Case,Accessories,Pattaya,Marketplace,34,99,3366,1,4.4
2025-09-02,Bluetooth Earbuds,Electronics,Phuket,In-Store,9,199,1791,0,4.6
2025-03-21,Power Bank,Electronics,Pattaya,In-Store,30,99,2970,1,3.4
2025-08-18,Wireless Charger,Electronics,Khon Kaen,Marketplace,6,599,3594,0,4.7
2025-10-10,Screen Protector,Accessories,Khon Kaen,Online,32,199,6368,1,3.1
2025-05-06,Phone Stand,Accessories,Phuket,In-Store,5,349,1745,1,4.0
2025-05-01,USB-C Cable,Accessories,Bangkok,Marketplace,18,349,6282,0,3.6
2025-05-13,Bluetooth Earbuds,Electronics,Pattaya,Online,15,199,2985,0,3.2
2025-04-12,Laptop Bag,Bags,Chiang Mai,Marketplace,4,99,396,1,3.8
2025-05-25,Bluetooth Earbuds,Electronics,Bangkok,Marketplace,36,1590,57240,1,3.4
2025-08-17,iPhone Case,Accessories,Bangkok,Online,26,99,2574,0,4.0
2025-07-28,Phone Stand,Accessories,Khon Kaen,Marketplace,19,890,16910,1,3.7
2025-09-11,Keyboard Cover,Accessories,Phuket,In-Store,18,299,5382,0,4.9
2025-11-10,Wireless Charger,Electronics,Khon Kaen,Online,35,890,31150,2,4.1
2025-07-20,Keyboard Cover,Accessories,Khon Kaen,In-Store,7,149,1043,0,3.1
2025-11-07,Phone Stand,Accessories,Bangkok,Online,21,890,18690,0,4.2
2025-12-22,Bluetooth Earbuds,Electronics,Pattaya,Marketplace,8,149,1192,1,3.3
2025-03-06,Phone Stand,Accessories,Phuket,Online,26,99,2574,1,4.5
2025-08-21,Bluetooth Earbuds,Electronics,Khon Kaen,Marketplace,45,299,13455,2,3.3
2025-07-21,iPhone Case,Accessories,Pattaya,Online,23,890,20470,0,4.6
2025-04-02,iPhone Case,Accessories,Phuket,Online,30,199,5970,3,3.9
2025-08-28,Phone Stand,Accessories,Pattaya,Online,19,149,2831,0,4.5
2025-11-06,Screen Protector,Accessories,Khon Kaen,Marketplace,1,149,149,1,4.4
2025-07-06,Bluetooth Earbuds,Electronics,Khon Kaen,Online,50,349,17450,5,3.2
2025-01-04,Keyboard Cover,Accessories,Pattaya,Marketplace,38,349,13262,2,3.6
2025-07-07,Mouse Pad,Accessories,Phuket,Online,25,890,22250,0,3.4
2025-10-24,Power Bank,Electronics,Bangkok,Marketplace,49,599,29351,1,3.7
2025-11-12,Power Bank,Electronics,Bangkok,In-Store,4,599,2396,1,4.4
2025-01-01,Phone Stand,Accessories,Pattaya,Marketplace,39,99,3861,0,4.9
2025-10-16,Mouse Pad,Accessories,Chiang Mai,Online,19,349,6631,0,4.8
2025-01-13,Wireless Charger,Electronics,Khon Kaen,In-Store,5,1590,7950,0,3.9
2025-01-13,Power Bank,Electronics,Khon Kaen,Online,41,99,4059,4,4.2
2025-05-31,Laptop Bag,Bags,Pattaya,Online,26,349,9074,1,3.6
2025-07-30,Keyboard Cover,Accessories,Bangkok,Marketplace,6,299,1794,0,4.6
2025-08-28,Phone Stand,Accessories,Phuket,Marketplace,4,1590,6360,1,4.8
2025-12-23,Screen Protector,Accessories,Pattaya,Marketplace,31,99,3069,3,3.6
2025-04-08,iPhone Case,Accessories,Phuket,In-Store,46,1290,59340,1,4.7
2025-03-07,Bluetooth Earbuds,Electronics,Chiang Mai,In-Store,44,890,39160,0,5.0
2025-04-12,Keyboard Cover,Accessories,Khon Kaen,Marketplace,34,890,30260,1,3.6
2025-07-02,Bluetooth Earbuds,Electronics,Pattaya,Marketplace,25,99,2475,2,3.1
2025-07-21,Phone Stand,Accessories,Phuket,In-Store,41,149,6109,3,4.3
2025-01-07,Wireless Charger,Electronics,Chiang Mai,Marketplace,43,1590,68370,0,3.9
2025-11-14,Screen Protector,Accessories,Bangkok,In-Store,9,1590,14310,0,4.6
2025-05-09,Phone Stand,Accessories,Bangkok,In-Store,3,99,297,1,3.3
2025-09-23,Power Bank,Electronics,Phuket,Marketplace,14,599,8386,1,4.3
2025-05-10,iPhone Case,Accessories,Bangkok,Marketplace,39,349,13611,1,4.0
2025-01-08,Power Bank,Electronics,Phuket,Online,36,349,12564,3,3.9
2025-08-27,Power Bank,Electronics,Khon Kaen,In-Store,3,99,297,0,4.4
2025-01-29,iPhone Case,Accessories,Phuket,In-Store,50,890,44500,3,3.3
2025-09-08,Screen Protector,Accessories,Pattaya,Online,12,149,1788,0,4.9
2025-03-07,Mouse Pad,Accessories,Khon Kaen,In-Store,26,199,5174,1,4.3
2025-09-07,Mouse Pad,Accessories,Bangkok,In-Store,44,299,13156,2,3.1
2025-06-23,iPhone Case,Accessories,Pattaya,Marketplace,24,349,8376,2,4.8
2025-08-10,iPhone Case,Accessories,Chiang Mai,In-Store,25,199,4975,0,3.1
2025-10-12,USB-C Cable,Accessories,Pattaya,Online,29,99,2871,2,4.6
2025-11-07,Power Bank,Electronics,Pattaya,Online,3,890,2670,0,3.9
2025-03-06,Wireless Charger,Electronics,Phuket,Marketplace,27,890,24030,2,4.2
2025-07-30,USB-C Cable,Accessories,Bangkok,Marketplace,19,890,16910,1,3.9
2025-01-22,Screen Protector,Accessories,Khon Kaen,In-Store,35,99,3465,3,3.4
2025-01-05,USB-C Cable,Accessories,Chiang Mai,Online,46,199,9154,2,3.1
2025-03-15,Screen Protector,Accessories,Pattaya,In-Store,21,349,7329,1,4.6
2025-12-31,Bluetooth Earbuds,Electronics,Bangkok,Marketplace,25,299,7475,1,3.0
2025-09-26,USB-C Cable,Accessories,Bangkok,Online,31,99,3069,1,3.8
2025-02-03,Wireless Charger,Electronics,Phuket,Marketplace,2,299,598,1,4.0
2025-03-30,Power Bank,Electronics,Chiang Mai,In-Store,31,890,27590,2,4.6
2025-04-28,Keyboard Cover,Accessories,Phuket,Marketplace,30,299,8970,1,3.7
2025-07-19,Laptop Bag,Bags,Bangkok,In-Store,42,299,12558,1,3.6
2025-02-04,Keyboard Cover,Accessories,Bangkok,Marketplace,3,599,1797,0,3.1
2025-01-06,Screen Protector,Accessories,Pattaya,Online,16,299,4784,1,4.2
2025-04-09,USB-C Cable,Accessories,Khon Kaen,Marketplace,3,99,297,1,3.8
2025-02-22,iPhone Case,Accessories,Phuket,Online,11,890,9790,1,3.0
2025-05-02,Phone Stand,Accessories,Khon Kaen,In-Store,37,1290,47730,0,3.7
2025-11-05,Phone Stand,Accessories,Pattaya,Online,38,99,3762,1,3.2
2025-12-24,Keyboard Cover,Accessories,Khon Kaen,In-Store,12,299,3588,1,3.1
2025-10-20,Mouse Pad,Accessories,Pattaya,In-Store,49,890,43610,2,4.4
2025-11-01,Keyboard Cover,Accessories,Phuket,Marketplace,35,1290,45150,1,4.5
2025-01-04,Mouse Pad,Accessories,Khon Kaen,Online,33,349,11517,1,3.5
2025-01-30,Mouse Pad,Accessories,Phuket,Marketplace,11,99,1089,1,4.6
2025-03-11,Wireless Charger,Electronics,Pattaya,Marketplace,40,890,35600,4,4.4
2025-06-29,Power Bank,Electronics,Bangkok,In-Store,34,349,11866,0,4.7
2025-10-12,Laptop Bag,Bags,Pattaya,Marketplace,45,299,13455,1,4.7
2025-05-23,Phone Stand,Accessories,Phuket,In-Store,18,890,16020,0,5.0
2025-10-01,Laptop Bag,Bags,Pattaya,Online,15,149,2235,0,4.1
2025-11-20,Wireless Charger,Electronics,Chiang Mai,Online,50,149,7450,0,3.6
2025-10-12,Phone Stand,Accessories,Chiang Mai,Marketplace,47,149,7003,3,3.6
2025-08-12,Screen Protector,Accessories,Pattaya,Online,25,599,14975,0,3.4
2025-05-13,Phone Stand,Accessories,Pattaya,In-Store,19,890,16910,0,3.9
2025-03-26,iPhone Case,Accessories,Pattaya,In-Store,30,299,8970,1,3.5
2025-07-22,iPhone Case,Accessories,Pattaya,In-Store,30,349,10470,1,3.7
2025-06-21,Wireless Charger,Electronics,Chiang Mai,Online,47,299,14053,4,4.1
2025-02-26,iPhone Case,Accessories,Pattaya,In-Store,30,890,26700,0,4.8
2025-10-31,Laptop Bag,Bags,Chiang Mai,Marketplace,10,149,1490,0,3.2
2025-02-14,Mouse Pad,Accessories,Khon Kaen,In-Store,16,1290,20640,1,3.6
2025-06-15,Screen Protector,Accessories,Chiang Mai,In-Store,45,1290,58050,0,4.2
2025-02-09,Screen Protector,Accessories,Pattaya,Online,28,299,8372,1,4.6
2025-10-19,Bluetooth Earbuds,Electronics,Pattaya,In-Store,4,99,396,0,3.9
2025-10-11,Keyboard Cover,Accessories,Phuket,Online,13,599,7787,0,3.1
2025-10-14,Wireless Charger,Electronics,Bangkok,Marketplace,34,349,11866,0,4.9
2025-03-03,Keyboard Cover,Accessories,Chiang Mai,In-Store,40,349,13960,3,3.3
2025-06-03,Mouse Pad,Accessories,Pattaya,Marketplace,38,890,33820,1,3.5
2025-04-06,Power Bank,Electronics,Chiang Mai,Marketplace,46,199,9154,2,4.4
2025-06-04,Phone Stand,Accessories,Khon Kaen,Online,25,1590,39750,2,4.3
2025-12-28,Laptop Bag,Bags,Chiang Mai,Marketplace,24,99,2376,0,4.5
2025-05-16,Laptop Bag,Bags,Chiang Mai,Online,22,890,19580,2,3.5
2025-10-11,USB-C Cable,Accessories,Bangkok,Marketplace,16,890,14240,0,4.2
2025-06-04,Keyboard Cover,Accessories,Pattaya,Marketplace,49,890,43610,3,3.8
2025-12-13,Keyboard Cover,Accessories,Phuket,Online,49,1290,63210,2,4.1
2025-10-29,Wireless Charger,Electronics,Phuket,In-Store,9,149,1341,0,3.7
2025-10-28,Screen Protector,Accessories,Phuket,Marketplace,47,349,16403,0,4.0
2025-03-27,Screen Protector,Accessories,Pattaya,In-Store,5,99,495,1,3.3
2025-02-10,Power Bank,Electronics,Pattaya,Online,44,1590,69960,4,3.6
2025-07-31,Wireless Charger,Electronics,Phuket,In-Store,33,299,9867,1,4.2
2025-11-03,Bluetooth Earbuds,Electronics,Pattaya,In-Store,42,299,12558,4,3.5
2025-07-17,Wireless Charger,Electronics,Khon Kaen,Marketplace,32,1290,41280,1,4.5
2025-06-23,Laptop Bag,Bags,Pattaya,Marketplace,6,349,2094,1,3.5
2025-10-18,Keyboard Cover,Accessories,Pattaya,Marketplace,42,599,25158,1,4.0
2025-05-25,iPhone Case,Accessories,Chiang Mai,Marketplace,40,199,7960,3,3.0
2025-10-07,USB-C Cable,Accessories,Bangkok,Marketplace,41,349,14309,2,4.1
2025-06-02,USB-C Cable,Accessories,Khon Kaen,Online,10,349,3490,1,4.8
2025-02-09,Wireless Charger,Electronics,Bangkok,Marketplace,7,349,2443,1,4.0
2025-09-21,Keyboard Cover,Accessories,Pattaya,Online,14,1590,22260,0,4.6
2025-12-16,Mouse Pad,Accessories,Bangkok,Marketplace,22,599,13178,0,3.6
2025-10-10,Phone Stand,Accessories,Bangkok,In-Store,34,349,11866,2,4.5
2025-04-11,Bluetooth Earbuds,Electronics,Chiang Mai,In-Store,13,149,1937,0,4.7
2025-06-04,Screen Protector,Accessories,Khon Kaen,In-Store,31,99,3069,0,4.9
2025-02-21,Screen Protector,Accessories,Chiang Mai,Online,25,1290,32250,0,3.3
2025-03-28,USB-C Cable,Accessories,Chiang Mai,Marketplace,12,599,7188,0,4.9
2025-07-19,Power Bank,Electronics,Pattaya,In-Store,29,599,17371,0,3.1
2025-03-25,Mouse Pad,Accessories,Chiang Mai,Online,32,599,19168,1,4.1
2025-09-17,USB-C Cable,Accessories,Phuket,In-Store,3,890,2670,1,3.9
2025-07-05,Screen Protector,Accessories,Pattaya,In-Store,25,1590,39750,1,3.4
2025-05-31,Screen Protector,Accessories,Bangkok,Marketplace,4,1590,6360,1,3.2
2025-08-01,Screen Protector,Accessories,Pattaya,Online,18,199,3582,1,4.4
2025-11-13,USB-C Cable,Accessories,Pattaya,In-Store,2,1290,2580,1,4.6
2025-12-06,Laptop Bag,Bags,Bangkok,In-Store,21,99,2079,1,3.6
2025-04-24,iPhone Case,Accessories,Chiang Mai,Marketplace,44,349,15356,4,4.8
2025-10-16,Wireless Charger,Electronics,Bangkok,Marketplace,10,1290,12900,0,3.3
2025-06-26,Bluetooth Earbuds,Electronics,Pattaya,In-Store,23,1290,29670,0,4.8
2025-07-12,iPhone Case,Accessories,Pattaya,Marketplace,36,299,10764,1,4.6
2025-02-23,Power Bank,Electronics,Khon Kaen,In-Store,29,149,4321,1,4.4
2025-10-30,Laptop Bag,Bags,Pattaya,Online,11,1590,17490,0,4.4
2025-07-27,Screen Protector,Accessories,Chiang Mai,Marketplace,22,149,3278,0,3.3
2025-07-09,Keyboard Cover,Accessories,Chiang Mai,Marketplace,1,599,599,0,4.7
2025-12-29,iPhone Case,Accessories,Bangkok,Online,48,299,14352,3,4.5
2025-12-11,Phone Stand,Accessories,Pattaya,Marketplace,40,199,7960,4,4.7
2025-05-22,Bluetooth Earbuds,Electronics,Pattaya,In-Store,15,299,4485,1,4.9
2025-04-30,Bluetooth Earbuds,Electronics,Khon Kaen,Online,44,599,26356,1,3.6
2025-05-22,Phone Stand,Accessories,Pattaya,Marketplace,41,1590,65190,2,3.5
2025-09-13,Screen Protector,Accessories,Bangkok,Online,44,599,26356,4,3.2
2025-11-27,Wireless Charger,Electronics,Chiang Mai,In-Store,47,99,4653,1,3.7
2025-06-28,Laptop Bag,Bags,Bangkok,Marketplace,14,890,12460,0,3.7
2025-03-24,Screen Protector,Accessories,Pattaya,In-Store,28,149,4172,0,3.9
2025-04-14,USB-C Cable,Accessories,Pattaya,Marketplace,26,890,23140,0,4.6
2025-06-01,Screen Protector,Accessories,Bangkok,Marketplace,15,1290,19350,1,4.3
2025-07-08,Bluetooth Earbuds,Electronics,Khon Kaen,Marketplace,36,1290,46440,2,4.2
2025-01-15,Bluetooth Earbuds,Electronics,Chiang Mai,In-Store,12,149,1788,0,4.4
2025-12-22,Laptop Bag,Bags,Phuket,In-Store,34,349,11866,3,3.2
2025-01-29,iPhone Case,Accessories,Phuket,In-Store,46,199,9154,0,3.5
2025-01-09,Phone Stand,Accessories,Chiang Mai,Marketplace,38,1590,60420,0,4.2
2025-10-17,Phone Stand,Accessories,Bangkok,Marketplace,22,1290,28380,2,3.8
2025-08-23,Bluetooth Earbuds,Electronics,Chiang Mai,Marketplace,43,1290,55470,0,3.6
2025-10-22,iPhone Case,Accessories,Phuket,Marketplace,34,199,6766,2,3.4
2025-09-06,Bluetooth Earbuds,Electronics,Bangkok,Online,36,299,10764,1,4.5
2025-06-23,Bluetooth Earbuds,Electronics,Bangkok,Online,15,890,13350,1,3.1
2025-03-15,Keyboard Cover,Accessories,Khon Kaen,Online,35,299,10465,0,4.5
2025-09-27,Phone Stand,Accessories,Chiang Mai,In-Store,9,349,3141,1,3.8
2025-09-18,Phone Stand,Accessories,Chiang Mai,Marketplace,15,890,13350,0,4.3
2025-02-23,Keyboard Cover,Accessories,Bangkok,Marketplace,32,599,19168,3,4.5
2025-04-27,Bluetooth Earbuds,Electronics,Pattaya,In-Store,40,890,35600,1,4.6
2025-04-18,Bluetooth Earbuds,Electronics,Khon Kaen,Marketplace,16,890,14240,1,4.9
2025-10-24,Bluetooth Earbuds,Electronics,Pattaya,In-Store,9,149,1341,1,3.6
2025-09-08,Screen Protector,Accessories,Phuket,Marketplace,12,299,3588,0,3.9
2025-08-21,Wireless Charger,Electronics,Pattaya,Online,39,99,3861,1,3.7
2025-03-14,USB-C Cable,Accessories,Pattaya,Online,47,299,14053,1,4.7
2025-01-17,Mouse Pad,Accessories,Pattaya,Marketplace,34,299,10166,3,3.5
2025-11-03,Power Bank,Electronics,Khon Kaen,Marketplace,7,599,4193,1,3.1
2025-12-06,Screen Protector,Accessories,Phuket,Online,34,149,5066,1,4.5
2025-07-04,Wireless Charger,Electronics,Khon Kaen,Online,21,199,4179,1,3.8
2025-12-03,Wireless Charger,Electronics,Chiang Mai,Marketplace,30,349,10470,0,4.0
2025-09-05,Keyboard Cover,Accessories,Chiang Mai,Marketplace,27,1290,34830,0,4.4
2025-10-13,Wireless Charger,Electronics,Pattaya,Online,48,890,42720,1,4.6
2025-08-29,Power Bank,Electronics,Chiang Mai,Marketplace,4,349,1396,0,4.7
2025-03-29,Phone Stand,Accessories,Khon Kaen,Marketplace,1,1290,1290,0,3.7
2025-04-05,Wireless Charger,Electronics,Chiang Mai,Online,19,149,2831,0,4.9
2025-04-16,Keyboard Cover,Accessories,Chiang Mai,Online,43,349,15007,3,3.3
2025-03-19,Wireless Charger,Electronics,Khon Kaen,In-Store,15,99,1485,0,3.4
2025-03-10,Phone Stand,Accessories,Phuket,Marketplace,50,1290,64500,5,4.8
2025-03-20,Laptop Bag,Bags,Khon Kaen,Marketplace,27,890,24030,0,3.1
2025-04-19,Phone Stand,Accessories,Chiang Mai,Online,46,599,27554,4,4.3
2025-03-28,Laptop Bag,Bags,Pattaya,In-Store,27,149,4023,2,3.4
2025-09-25,Bluetooth Earbuds,Electronics,Bangkok,In-Store,12,1590,19080,0,4.3
2025-06-30,iPhone Case,Accessories,Pattaya,In-Store,38,1290,49020,3,3.4
2025-03-25,Mouse Pad,Accessories,Phuket,In-Store,30,199,5970,0,4.8
2025-07-03,Screen Protector,Accessories,Pattaya,In-Store,37,199,7363,1,5.0
2025-08-12,Phone Stand,Accessories,Phuket,In-Store,48,599,28752,0,4.6
2025-07-02,iPhone Case,Accessories,Phuket,In-Store,35,1590,55650,2,4.8
2025-03-27,Phone Stand,Accessories,Pattaya,Marketplace,47,149,7003,3,4.2
2025-08-10,Laptop Bag,Bags,Bangkok,In-Store,40,299,11960,0,3.1
2025-06-27,Power Bank,Electronics,Pattaya,Online,8,199,1592,0,4.8
2025-08-02,Bluetooth Earbuds,Electronics,Khon Kaen,Marketplace,20,349,6980,1,3.9
2025-02-19,USB-C Cable,Accessories,Pattaya,Online,28,1590,44520,2,4.0
2025-01-07,Power Bank,Electronics,Khon Kaen,Online,48,890,42720,0,3.8
2025-05-09,Mouse Pad,Accessories,Khon Kaen,In-Store,9,299,2691,0,3.3
2025-04-23,Screen Protector,Accessories,Bangkok,Marketplace,45,1590,71550,3,4.0
2025-12-05,iPhone Case,Accessories,Bangkok,In-Store,19,199,3781,1,4.6
2025-08-02,Screen Protector,Accessories,Pattaya,In-Store,17,199,3383,1,3.1
2025-06-19,USB-C Cable,Accessories,Chiang Mai,In-Store,36,199,7164,0,4.4
2025-03-10,Bluetooth Earbuds,Electronics,Khon Kaen,In-Store,18,149,2682,0,3.9
2025-10-07,USB-C Cable,Accessories,Khon Kaen,Marketplace,41,149,6109,2,4.7
2025-01-02,Wireless Charger,Electronics,Khon Kaen,Marketplace,11,149,1639,1,3.8
2025-08-31,iPhone Case,Accessories,Khon Kaen,Marketplace,50,199,9950,3,3.1
2025-03-30,Power Bank,Electronics,Khon Kaen,Online,49,890,43610,1,4.8
2025-05-25,Power Bank,Electronics,Khon Kaen,Marketplace,49,1590,77910,3,3.4
2025-02-18,Phone Stand,Accessories,Pattaya,Marketplace,15,349,5235,0,4.4
2025-04-24,Laptop Bag,Bags,Phuket,In-Store,41,299,12259,4,3.5
2025-12-02,Laptop Bag,Bags,Khon Kaen,Marketplace,50,99,4950,1,4.7
2025-09-22,Keyboard Cover,Accessories,Khon Kaen,Marketplace,6,1290,7740,0,3.3
2025-08-23,Wireless Charger,Electronics,Bangkok,Marketplace,18,349,6282,1,3.8
2025-05-29,Laptop Bag,Bags,Khon Kaen,Online,48,99,4752,1,3.2
2025-10-05,Laptop Bag,Bags,Pattaya,Online,43,599,25757,2,3.3
2025-12-31,iPhone Case,Accessories,Khon Kaen,Marketplace,17,599,10183,0,4.9
2025-10-15,USB-C Cable,Accessories,Phuket,Marketplace,34,349,11866,3,3.8
2025-12-06,USB-C Cable,Accessories,Khon Kaen,In-Store,9,99,891,1,3.9
2025-09-20,Mouse Pad,Accessories,Chiang Mai,In-Store,26,1290,33540,1,3.4
2025-07-17,Bluetooth Earbuds,Electronics,Bangkok,Marketplace,39,99,3861,3,3.3
2025-07-05,Phone Stand,Accessories,Phuket,Online,3,149,447,0,3.4
2025-10-28,USB-C Cable,Accessories,Khon Kaen,In-Store,36,890,32040,1,3.8
2025-06-20,Power Bank,Electronics,Pattaya,Marketplace,15,299,4485,1,4.9
2025-11-16,Phone Stand,Accessories,Khon Kaen,Online,36,299,10764,0,4.1
2025-04-29,Screen Protector,Accessories,Phuket,Marketplace,49,1590,77910,0,4.1
2025-06-27,Bluetooth Earbuds,Electronics,Phuket,Marketplace,34,199,6766,1,3.2
2025-10-12,Keyboard Cover,Accessories,Bangkok,Marketplace,49,1290,63210,2,4.8
2025-09-28,Mouse Pad,Accessories,Khon Kaen,In-Store,41,299,12259,3,4.8
2025-08-28,Phone Stand,Accessories,Bangkok,In-Store,20,99,1980,2,4.0
2025-10-15,Laptop Bag,Bags,Khon Kaen,Online,5,199,995,1,3.6
2025-05-11,Keyboard Cover,Accessories,Pattaya,Marketplace,47,890,41830,3,4.1
2025-03-25,Power Bank,Electronics,Pattaya,Online,45,149,6705,4,3.3
2025-03-06,Screen Protector,Accessories,Chiang Mai,Marketplace,39,1290,50310,0,3.8
2025-11-18,Laptop Bag,Bags,Pattaya,Online,8,99,792,0,3.5
2025-09-12,Phone Stand,Accessories,Khon Kaen,In-Store,45,1290,58050,3,3.8
2025-03-09,iPhone Case,Accessories,Pattaya,In-Store,32,299,9568,1,3.7
2025-03-13,Laptop Bag,Bags,Phuket,In-Store,14,1290,18060,0,4.5
2025-04-25,USB-C Cable,Accessories,Chiang Mai,Online,34,1290,43860,1,3.7
2025-06-12,Bluetooth Earbuds,Electronics,Phuket,In-Store,14,349,4886,0,3.3
2025-07-28,Power Bank,Electronics,Pattaya,In-Store,24,99,2376,0,3.2
2025-08-06,Wireless Charger,Electronics,Chiang Mai,In-Store,45,199,8955,0,3.8
2025-09-20,Wireless Charger,Electronics,Pattaya,In-Store,48,1590,76320,1,4.2
2025-07-18,Keyboard Cover,Accessories,Pattaya,Online,13,149,1937,0,3.8
2025-01-23,Phone Stand,Accessories,Pattaya,Online,29,890,25810,2,4.5
2025-06-10,Keyboard Cover,Accessories,Khon Kaen,Online,47,99,4653,2,3.0
2025-06-09,Bluetooth Earbuds,Electronics,Phuket,Marketplace,43,99,4257,1,4.6
2025-08-09,Mouse Pad,Accessories,Phuket,Online,16,1590,25440,1,3.1
2025-10-30,Keyboard Cover,Accessories,Chiang Mai,Marketplace,47,890,41830,4,4.8
2025-02-17,Screen Protector,Accessories,Phuket,Online,33,299,9867,1,4.3
2025-09-26,iPhone Case,Accessories,Phuket,Marketplace,18,890,16020,1,5.0
2025-06-28,Mouse Pad,Accessories,Bangkok,Online,26,149,3874,1,3.4
2025-01-19,Phone Stand,Accessories,Phuket,Online,31,890,27590,1,4.4
2025-02-02,Phone Stand,Accessories,Bangkok,Marketplace,4,99,396,0,3.8
2025-11-02,Mouse Pad,Accessories,Bangkok,Online,16,599,9584,0,4.7
2025-10-17,Wireless Charger,Electronics,Khon Kaen,Marketplace,47,1290,60630,4,3.2
2025-12-05,Laptop Bag,Bags,Phuket,Marketplace,11,1290,14190,0,3.1
2025-10-01,Wireless Charger,Electronics,Phuket,In-Store,16,599,9584,0,4.9
2025-08-17,Wireless Charger,Electronics,Khon Kaen,Online,16,99,1584,1,4.4
2025-08-14,Screen Protector,Accessories,Bangkok,In-Store,33,199,6567,2,4.0
2025-05-09,Keyboard Cover,Accessories,Chiang Mai,Marketplace,31,99,3069,1,4.1
2025-05-08,Phone Stand,Accessories,Phuket,Marketplace,38,890,33820,0,5.0
2025-08-21,Laptop Bag,Bags,Chiang Mai,Online,2,299,598,0,3.9
2025-12-15,iPhone Case,Accessories,Bangkok,Marketplace,24,199,4776,0,3.9
2025-07-08,Bluetooth Earbuds,Electronics,Bangkok,Online,26,149,3874,2,4.4
